,player_0,player_1,player_2,player_3,player_4,level_0,level_1,level_2,level_3,level_4,level_5,age,duration_ms,# tries,target
10911,0.0208974358974359,0.024410256410256417,6.307692307692308e-05,0.008402564102564103,1.953019607843137,0.001032051282051282,0.6699319840362264,0.022410256410256405,0.5122807017543859,4.0,1.0,16.0,212524.33333333328,6,8
7452,0.03273076923076923,0.019423076923076925,4.423076923076923e-08,0.005,1.9308235294117646,0.005346153846153847,,0.030153846153846156,0.5578947368421052,2.0,0.0,20.0,482173.0,2,9
169,0.02465384615384615,0.02069230769230769,0.0,0.007884615384615384,2.070529411764706,0.009423076923076923,0.36298755872749067,,0.6210526315789474,7.0,1.0,15.0,212715.0,1,2
11753,0.018158974358974365,0.019230769230769232,0.0037217243846153843,0.006453846153846154,2.0966176470588236,0.001386923076923077,0.5742240470034246,0.016905897435897436,0.3621052631578947,2.0,1.0,18.0,208532.53333333333,30,8
922,0.033115384615384616,0.02775,5.711538461538462e-07,0.003944230769230769,1.9449411764705882,0.003376923076923077,0.5970823401900406,,0.5842105263157895,10.0,1.0,18.0,238314.0,4,5
8235,0.028410256410256407,0.03517948717948718,0.0,0.004089743589743589,1.8532254901960785,0.008974358974358974,0.606499405262167,0.028858974358974363,0.7122807017543861,11.0,0.0,,223207.0,3,1
5750,0.03015384615384615,0.027307692307692307,4.75e-08,0.0032673076923076926,1.8926911764705883,0.00475,0.6662923722002545,0.024019230769230772,0.5631578947368421,2.0,1.0,,195693.0,4,5
9022,0.027038461538461536,0.021192307692307694,0.0,0.0075769230769230774,1.954470588235294,0.0010346153846153847,0.4238850387842549,0.01626923076923077,0.5052631578947369,,1.0,,350400.0,2,4
7003,0.007548076923076926,0.012374999999999999,0.033673076923076924,0.0062403846153846155,2.111007352941176,0.0012509615384615387,0.5063457837909828,0.009673076923076923,0.4394736842105263,,1.0,26.0,193770.0,8,5
157,0.012038461538461538,0.03696153846153846,0.0,0.004615384615384615,1.8973529411764707,0.007423076923076923,0.6370859223947498,0.008076923076923077,0.47368421052631576,5.0,1.0,14.0,219587.0,2,1
5938,0.021615384615384616,0.027461538461538464,0.0,0.027038461538461536,1.9981176470588238,0.006923076923076922,0.6979512544605337,0.01957692307692308,0.5052631578947369,11.0,0.0,22.0,179040.0,1,2
11622,0.021230769230769234,0.03196153846153846,1.1269230769230769e-07,0.002430769230769231,1.9181470588235294,0.0011461538461538462,0.5965243429180273,0.005538461538461539,0.6842105263157895,8.0,1.0,14.0,204360.0,2,5
6110,0.02476923076923077,0.013153846153846155,1.5596153846153845e-05,0.0043,2.1156617647058824,0.0011942307692307693,0.40445617080686863,0.008096153846153847,0.4105263157894737,11.0,,,240313.0,4,5
8121,0.007747435897435897,0.003648333333333333,0.03298717948717949,0.006525641025641025,2.514049019607843,0.0018294871794871795,0.48493407365563995,0.00173974358974359,0.07719298245614034,7.0,0.0,26.0,393095.0,3,4
11814,0.021697270471464025,0.0249590570719603,7.818347394540943e-05,0.006208188585607939,1.970214421252372,0.0016416873449131518,0.5042646458172872,0.014918114143920596,0.6285229202037351,7.0,1.0,19.0,242940.6451612904,31,8
8289,0.030923076923076925,0.03238461538461539,5.115384615384616e-07,0.010384615384615384,1.9546470588235294,0.01003846153846154,0.5356911588432235,0.016384615384615383,0.3894736842105263,1.0,0.0,,251053.0,2,1
12112,0.02303846153846154,0.03173076923076923,7.3076923076923085e-06,0.007192307692307692,2.075235294117647,0.0011307692307692308,0.570415581671971,0.03461538461538462,0.35789473684210527,10.0,1.0,,246787.0,2,3
7218,0.007505325443786982,0.01070414201183432,0.014580473372781065,0.00739940828402367,2.211454751131222,0.0014100591715976332,0.5214305220091858,0.009268934911242603,0.27935222672064774,,1.0,,178106.53846153847,13,7
10464,0.0315,0.02861538461538462,6.807692307692308e-05,0.003826923076923077,1.9654705882352939,0.003073076923076923,0.47301176157212865,0.025576923076923077,0.7578947368421053,9.0,0.0,14.0,191068.0,2,5
3338,0.028307692307692308,0.020846153846153848,0.0,0.001530769230769231,1.987176470588235,0.0017346153846153846,0.40032515396591384,0.03192307692307692,0.4631578947368421,9.0,1.0,,113093.0,2,7
11216,0.027192307692307696,0.032211538461538465,0.0016711538461538463,0.003790384615384615,2.0376029411764702,0.0013173076923076925,0.5545987701097166,0.027557692307692304,0.4,9.0,1.0,18.0,190520.0,4,3
7977,0.022948717948717945,0.00595042735042735,0.004534233076923076,0.007771794871794873,2.0580686274509805,0.01268974358974359,0.37007542531026627,0.024722222222222222,,,,29.0,195801.88888888888,9,4
